id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,start_datetime_ist,effective_end_datetime,duration_minutes,reason
FKID000991,unplanned,12.9514992,77.5908785,0.0,0.0,"Hosur Road, Kengal Hanumanthaiah Circle, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",,others,False,2024-02-12 08:51:18.062000+00:00,,closed,yes,2024-03-29 07:23:51.162592+00,,,ಸ್ಟಾಕ್ 35 ಹತ್ತಿರ ಕಸದ ಹುಂಡಿಗೆ ಬೆಂಕಿ ಹತ್ತಿ ಕೊಂಡಿರುತ್ತದೆ ಫೈಯರ್ ಫೋರ್ಸ್ ಬಂದು ಅದನ್ನು ಹಾರಿಸಿರುತ್ತಾರೆ ಸರ್,,,Non-corridor,Low,,,,2024-02-12 08:53:19.693351+00,,1,FKUSR00609,FKUSR00001,,,,Wilson Garden,,FKKG000596,,,,FKUSR00609,2024-03-29 07:23:51.161886+00:00,,,,,,2024-02-12 14:21:18.062000+05:30,2024-03-29 07:23:51.161886+00:00,66152.55166476667,Unplanned duration exceeds 24 hours (66152.55 mins)
FKID000994,planned,12.87879912,77.6376673,12.86268986,77.62292534,"Manipal County Road, Vishwapriya Nagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560114, India","NICE Road, Beguru, Yelenahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",public_event,True,,2024-02-13 22:05:46+00:00,closed,yes,2024-02-13 22:05:46.015524+00,,,Shri. [PERSON],,,Non-corridor,Low,,,,2024-02-12 06:30:28.988725+00,"[[12.878799120598043,77.63766729554398],[12.878842188425805,77.63764687388249],[12.878988692561144,77.63738934195004],[12.879035353002221,77.63714703420425],[12.879134766455358,77.6368680412774],[12.87924987672021,77.63662123984211],[12.879391148336639,77.63618665470608],[12.879485329370011,77.63584327879613],[12.87958997492113,77.635634034101],[12.879684155879785,77.63549453763758],[12.879678923605217,77.63532284968261],[12.879642297680311,77.6349419170325],[12.87950625848375,77.63411030350055],[12.879417309738354,77.6334772041666],[12.879323128679424,77.63302652328478],[12.879286372814164,77.63283347566413],[12.879218353128476,77.63274763168664],[12.87906661684008,77.63267251820632],[12.878904415878432,77.63260276997461],[12.878794537748023,77.6325330217429],[12.878736982517617,77.63236669903654],[12.87864280120297,77.63160483373633],[12.878417812363626,77.6309288124136],[12.878318398626098,77.62996843291545],[12.878124803339794,77.62886319170524],[12.878020157176838,77.62788135121275],[12.877925975592811,77.6271945993928],[12.877831895625725,77.62640606565665],[12.877805734058494,77.62601976775795],[12.87784759256474,77.6256012783677],[12.877905147999401,77.62547251240149],[12.878067349607822,77.62518815422602],[12.878287106458199,77.6249145265478],[12.878559186101178,77.62479112583016],[12.878941143563113,77.62476966483578],[12.879338797288437,77.62470528185267],[12.87965776578984,77.62460878046755],[12.88006065064463,77.62460878046755],[12.880458302593347,77.6246463372077],[12.880929205400651,77.62468389394787],[12.881332088211042,77.62475364217957],[12.881734970373582,77.62478046842251],[12.882022392820213,77.62480195516434],[12.88234679060156,77.6248395119045],[12.882807225440978,77.62488243389328],[12.883231034033834,77.62491999063343],[12.883592160076558,77.6248931768489],[12.884115378818247,77.62491463784325],[12.88459673909533,77.62501657756651],[12.884973455188653,77.62514534353278],[12.885010080334172,77.62498975132357],[12.884858347553571,77.62495219458341],[12.884570578234463,77.6248770811031],[12.884288040763156,77.6248180633686],[12.88400550297313,77.6248180633686],[12.883796215515808,77.6247912371256],[12.883586927883618,77.62478050662843],[12.883335782494166,77.6247966023742],[12.883042779221578,77.6247912371256],[12.883168352094662,77.6247966023742],[12.882901509664139,77.62475368038548],[12.882676524648916,77.62475368038548],[12.882545719314615,77.6247322193911],[12.882064355096304,77.62471075839673],[12.881567293248033,77.62461418392206],[12.880709205210398,77.62454443569035],[12.880223133222728,77.62449621572861],[12.879705138626338,77.62448548523145],[12.879385969705474,77.62456059871175],[12.87897261918744,77.62462498169488],[12.87868484310772,77.62468936467796],[12.878480783505495,77.62470546042374],[12.878104057649434,77.62496299235626],[12.877799067317113,77.62540417363567],[12.87758487837496,77.62553829239201],[12.877270939078624,77.62565096261248],[12.877146546373456,77.6256938422425],[12.877188404989813,77.62541484931565],[12.877261657551587,77.62501782091978],[12.87733491009195,77.62450275705486],[12.877277354526314,77.62442227832592],[12.877245960575856,77.6243042428569],[12.877261657551587,77.62392331020679],[12.877319213120824,77.62323655838686],[12.877319213120824,77.62298975695161],[12.877293051500084,77.62267857253318],[12.877319213120824,77.62246396258949],[12.87732444544464,77.62210985618232],[12.877230263599158,77.62209912568514],[12.877225031273358,77.62246396258949],[12.87720410196913,77.62284489523958],[12.877193637316362,77.62317754065236],[12.87717794033638,77.62353701230808],[12.877157011028197,77.62396623219551],[12.877157011028197,77.62443300882315],[12.877251192901197,77.62455640954079],[12.877130849390525,77.62515731738318],[12.877031435142465,77.62573139898265],[12.876780283182255,77.62584406920314],[12.876487272243919,77.62593527842918],[12.876387857740575,77.62601039190949],[12.876173331572732,77.62614452312431],[12.875503590159953,77.62603721815245],[12.875398942902557,77.62591381743484],[12.87467687563579,77.62553288478469],[12.874587925176408,77.62539875356987],[12.874310608835804,77.62536656207833],[12.873599003237445,77.62503928191416],[12.873469952345793,77.62505010958724],[12.873072289309283,77.62471209892588],[12.872711252585107,77.62464771594274],[12.87238160990463,77.6245296804737],[12.87196824783565,77.62445456699339],[12.871533955307555,77.62438481876168],[12.871329889883999,77.62441164500467],[12.870592435413878,77.6244224311496],[12.87044069390394,77.62408978573683],[12.870294184772765,77.62400394175936],[12.87009011834026,77.6240361332509],[12.869781402139537,77.62402003750512],[12.869451755607345,77.62397175026776],[12.868834321254186,77.62383761905294],[12.86867236781212,77.62380548154799],[12.868007838880784,77.62362842834443],[12.86773051526274,77.62354794961554],[12.867500284101597,77.62349966237822],[12.867264820195471,77.62349966237822],[12.867018890990847,77.62349966237822],[12.866165985710957,77.62325286094293],[12.865831514139837,77.62324218277122],[12.865397210984874,77.62314024304796],[12.865004767728337,77.62309195581064],[12.86430360091505,77.62299001608733],[12.863811736458628,77.6229470940986],[12.8634506864035,77.62292026785562],[12.863073937965984,77.62283978912673],[12.862901261409709,77.62278077139219],[12.862655327927456,77.6228505196239],[12.862671226309637,77.62300610684973],[12.86301657961994,77.622963184861],[12.86343949823272,77.62301685395822],[12.863957526433719,77.62309196743848],[12.86445985578896,77.62313488942725],[12.864814214714594,77.62317779895754],[12.865269449180982,77.62326364293502],[12.865771775909364,77.6233441216639],[12.866357822487787,77.62342996564139],[12.866964797857758,77.62358019260202],[12.86740433082947,77.62360701884496],[12.867781072763616,77.62368749757388],[12.868147349101488,77.62377334155137],[12.868613042530097,77.62391283801479],[12.868926992668168,77.62396112525212],[12.869271840382144,77.62404694846555],[12.869690439379262,77.62412206194583],[12.870124735100251,77.62415425343742],[12.870292174213468,77.62406304421133],[12.87053286774285,77.62451909034174],[12.870956697091714,77.62454591658468],[12.871479942213266,77.62449762934736],[12.871966559196398,77.62455128183329],[12.87252119675665,77.62469614354528],[12.872965952404398,77.62480881376575],[12.873426305648657,77.62511998074233],[12.873557115742937,77.62543653040929],[12.873776876547685,77.62580136731361],[12.873954778010429,77.6259837857658],[12.874509411172141,77.62609109073767],[12.875351823343934,77.62617156946656],[12.875712757435666,77.62618231076105],[12.876173204464967,77.62622523274982],[12.876502842159557,77.62604817954623],[12.876879570422547,77.62591404833142],[12.877182845074387,77.62580675914025],[12.87775840035292,77.62557605345073],[12.877700844884533,77.62598381234382],[12.877711309516132,77.62631109250799],[12.877653754036954,77.62641839747987],[12.877679915620037,77.62673494714686],[12.87775311438829,77.62734116126788],[12.877826366784992,77.62793670386172],[12.877904851472014,77.62862882093022],[12.878019962301835,77.62921363302685],[12.878067053080612,77.62958383517979],[12.878139746339912,77.63007081865116],[12.878181604790356,77.63084341444858],[12.8783699677309,77.63141213079943],[12.8784536845479,77.631760871958],[12.878506007544322,77.63242616278355],[12.87854263363533,77.63256565924696],[12.879024027208827,77.63290903598748],[12.879118208380184,77.63309682965502],[12.87926994463736,77.63384259920944],[12.879400751681867,77.63454008152657],[12.879463539038984,77.63496930141397],[12.879447842201161,77.63554338301344],[12.879447842201161,77.63565605323393],[12.879358893435056,77.63592968091214],[12.879249015503902,77.63624086533055],[12.879191460377893,77.63649839726301],[12.87906588551158,77.63673983344968],[12.878987401188198,77.63700273063075],[12.878887987676615,77.63734074129214],[12.878762412658245,77.63763582996476],[12.878814735590206,77.63772167394222],[12.862689855350398,77.6229253415765]]",1,FKUSR00009,FKUSR00009,,,,Electronic City,,,,,,,,,,,,,,2024-02-13 22:05:46+00:00,,Missing start_datetime
FKID000995,unplanned,12.9360849,77.7056496,0.0,0.0,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",,others,False,2024-02-12 19:27:43.143000+00:00,,closed,yes,2024-02-15 10:59:45.292503+00,,,"kPTCl working panathur railway bridge to [LOCATION], traffic slow movement sir",,,Non-corridor,Low,,,,2024-02-12 19:32:18.608193+00,,1,FKUSR00610,FKUSR00001,,,,HAL Old Airport,,FKKG000597,,,,FKUSR00610,2024-02-15 10:59:45.291960+00:00,,,,,,2024-02-13 00:57:43.143000+05:30,2024-02-15 10:59:45.291960+00:00,3812.035816,Unplanned duration exceeds 24 hours (3812.04 mins)
FKID000997,planned,13.04889341,77.49697387,13.04879411,77.49682903,"Goraguntepalya Flyover, Manjunatha Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560073, India","Tumkur Road, Nagasandra, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560073, India",construction,True,,2024-03-15 23:05:46+00:00,closed,yes,2024-03-15 23:05:46.009485+00,,north,cable repair works on [LOCATION],,,Non-corridor,Low,,,,2024-03-12 00:59:45.505023+00,"[[13.048893407982677,77.49697387218477],[13.048652992383316,77.4977195262909],[13.048020593712092,77.49943614006042],[13.0473099145973,77.5013941526413],[13.046379603499815,77.50404953956605],[13.045977280378477,77.50515460968019],[13.04573163545319,77.50611484050752],[13.045355327860337,77.50739693641664],[13.045094158758284,77.50826597213747],[13.044811927389766,77.50895798206331],[13.04392864565498,77.51059412956239],[13.043390490191054,77.51172602176668],[13.04283124979513,77.51342117786409],[13.042392219065585,77.51471400260927],[13.04205787436627,77.51567959785463],[13.041671108031313,77.51650035381319],[13.0411798093825,77.51711726188661],[13.040025323264505,77.51841545104982],[13.039366769407884,77.51954197883607],[13.037777870346478,77.52251386642457],[13.035770863304771,77.52610802650453],[13.03542590080997,77.52694487571718],[13.035091391264872,77.52824306488039],[13.034871869130207,77.52931594848634],[13.034526905382293,77.5302815437317],[13.032185414880884,77.53435850143433],[13.032007704414697,77.53425657749177],[13.034323050823176,77.53036737442018],[13.034526893263857,77.52986311912538],[13.034709828644615,77.52931594848634],[13.034991974064177,77.52805531024934],[13.0352794433473,77.52694487571718],[13.035613952638196,77.52610802650453],[13.037197459257632,77.52317905426025],[13.03891165852153,77.52006769180298],[13.040035410834184,77.5180506706238],[13.04147795119245,77.51649498939516],[13.042429186970958,77.51419901847841],[13.04344259805023,77.5112271308899],[13.044926930599694,77.5082015991211],[13.045449580784993,77.50638842582704],[13.045815435257452,77.50526189804079],[13.046996153113792,77.50186622142793],[13.048078028720191,77.49881923198701],[13.048794105915631,77.49682903289796]]",1,FKUSR00009,FKUSR00009,,,,Chikkabanavara,,,,,,,,,,,,,,2024-03-15 23:05:46+00:00,,Missing start_datetime
FKID001002,unplanned,12.9693517,77.7006465,12.9694217,77.7007883,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)","Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,True,2024-02-12 21:11:59.857000+00:00,,closed,yes,2024-02-14 20:44:09.686495+00,,,[LOCATION] work,,,ORR East 2,High,,,,2024-02-12 21:13:27.933728+00,,1,FKUSR00254,FKUSR00001,,,,HAL Old Airport,,FKKG000246,,,,FKUSR00254,2024-02-14 20:44:09.685979+00:00,,,,,,2024-02-13 02:41:59.857000+05:30,2024-02-14 20:44:09.685979+00:00,2852.1638163166667,Unplanned duration exceeds 24 hours (2852.16 mins)
FKID001003,unplanned,12.9732799,77.6986686,0.0,0.0,"Outer Ring Road, Kempalakkamma Layout, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",,others,False,2024-02-12 20:59:32.181000+00:00,,closed,yes,2024-03-07 05:32:34.870593+00,,,ರೇನ್ಬೋ ಜಂಕ್ಷನ್ ನಿಂದ ಕಾರ್ತಿಕ್ ನಗರ ಕಡೆಗೆ ಚರಂಡಿ ನೀರು ರಸ್ತೆಗೆ ಬರುತ್ತಿರುವುದರಿಂದ  ಸೇಲಂ ಬ್ರಿಡ್ಜ್ ಬಳಿ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮುಮೆಂಟ್ ಇದೆ ಮೇಡಂ,,,ORR East 2,High,,,,2024-02-12 21:01:22.04813+00,,1,FKUSR00613,FKUSR00001,,,,Mahadevapura,,FKKG000600,,,,FKUSR00613,2024-03-07 05:32:34.870010+00:00,,,,,,2024-02-13 02:29:32.181000+05:30,2024-03-07 05:32:34.870010+00:00,33633.04481683333,Unplanned duration exceeds 24 hours (33633.04 mins)
FKID001019,unplanned,12.8996916,77.6010757,0.0,0.0,"1st Cross Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",,water_logging,False,2024-02-12 23:27:45.322000+00:00,,closed,yes,2024-02-17 01:31:19.950772+00,,,infrontof [PERSON] drainage water leakage so traffic moving slowly from [PERSON] to hsbc junction sir,,,Bannerghata Road,High,,,,2024-02-12 23:29:48.937443+00,,1,FKUSR00025,FKUSR00001,,,,Mico Layout,,FKKG000021,,,,FKUSR00025,2024-02-17 01:31:19.950235+00:00,,,,,,2024-02-13 04:57:45.322000+05:30,2024-02-17 01:31:19.950235+00:00,5883.57713725,Unplanned duration exceeds 24 hours (5883.58 mins)
FKID001027,unplanned,12.9610586,77.5591183,0.0,0.0,"Mysore Road, Kaniyar Colony, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",,pot_holes,False,2024-03-12 22:16:39.334000+00:00,,closed,yes,2024-03-24 19:57:52.636327+00,,,sirasi JN,,,Mysore Road,High,,,,2024-03-12 22:17:57.266011+00,,1,FKUSR00622,FKUSR00001,,,,Chamarajpet,,FKKG000609,,,,FKUSR00622,2024-03-24 19:57:52.635640+00:00,,,,,,2024-03-13 03:46:39.334000+05:30,2024-03-24 19:57:52.635640+00:00,17141.221694,Unplanned duration exceeds 24 hours (17141.22 mins)
FKID001029,unplanned,13.0144246,77.5836645,0.0,0.0,"Sir CV Raman Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",,others,False,2023-12-05 04:54:28.082000+00:00,,closed,yes,2024-02-13 01:20:05.91728+00,,,Cement filled,,,Bellary Road 1,High,,,,2023-12-05 04:57:56.99596+00,,1,FKUSR00623,FKUSR00001,,,,Sadashivanagar,,FKKG000610,,,,FKUSR00623,2024-02-13 01:20:05.916787+00:00,,,Bengaluru West Corporation,West Zone 2,MekhriCircle,2023-12-05 10:24:28.082000+05:30,2024-02-13 01:20:05.916787+00:00,100585.63057978333,Unplanned duration exceeds 24 hours (100585.63 mins)
FKID001053,unplanned,12.9807943,77.6027084,0.0,0.0,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,pot_holes,False,2024-02-13 04:28:01.225000+00:00,,closed,yes,2024-02-17 11:00:12.142607+00,,,"manhole bad condition, vahicle not allowed",,,CBD 1,High,,,,2024-02-13 04:29:27.061128+00,,1,FKUSR00474,FKUSR00001,,,,Shivajinagar,,FKKG000463,,,,FKUSR00474,2024-02-17 11:00:12.142099+00:00,,,,,,2024-02-13 09:58:01.225000+05:30,2024-02-17 11:00:12.142099+00:00,6152.18195165,Unplanned duration exceeds 24 hours (6152.18 mins)
FKID001054,unplanned,12.9363555,77.7054446,0.0,0.0,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",,others,False,2024-02-13 05:03:37.758000+00:00,,closed,yes,2024-02-19 21:06:19.685118+00,,,KPTCL cable work progress near by bhoganahalli towards panattur railway bridge sir due traffic slow moment sir,,,Non-corridor,Low,,,,2024-02-13 05:06:27.670917+00,,1,FKUSR00632,FKUSR00001,,,,HAL Old Airport,,FKKG000619,,,,FKUSR00632,2024-02-19 21:06:19.684448+00:00,,,,,,2024-02-13 10:33:37.758000+05:30,2024-02-19 21:06:19.684448+00:00,9602.698774133334,Unplanned duration exceeds 24 hours (9602.70 mins)
FKID001058,unplanned,12.9609276,77.6385425,0.0,0.0,"Old Airport Road, Dr Rajkumar Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",,pot_holes,False,2024-03-13 02:21:15.366000+00:00,,closed,yes,2024-03-17 07:16:42.093608+00,,,potholes in Domluru water tank junction,,,Old Airport Road,High,,,,2024-03-13 02:22:15.366555+00,,1,FKUSR00345,FKUSR00001,,,,Halasur,,FKKG000337,,,,FKUSR00345,2024-03-17 07:16:42.093052+00:00,,,,,,2024-03-13 07:51:15.366000+05:30,2024-03-17 07:16:42.093052+00:00,6055.445450866667,Unplanned duration exceeds 24 hours (6055.45 mins)
FKID001059,planned,12.9593323,77.6555092,0.0,0.0,"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",,construction,False,,2024-05-14 02:46:46+00:00,active,yes,2024-03-13 03:49:53.758352+00,,,underpass work progress,,,Old Airport Road,High,,,,2024-03-13 02:48:16.1491+00,,1,FKUSR00636,FKUSR00001,,,,Jeevanbheemanagar,,FKKG000623,,,,,,,,,,,,2024-05-14 02:46:46+00:00,,Missing start_datetime
FKID001064,planned,13.00995617,77.58398473,,,"ಬಳ್ಳಾರಿ ರಸ್ತೆ, ಗುಟ್ಟಹಳ್ಳಿ, ಸದಾಶಿವ ನಗರ, ಬೆಂಗಳೂರು ಪಶ್ಚಿಮ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560003, India",,public_event,False,,,closed,yes,2024-02-15 05:05:46.019415+00,,west,Public event held by a  Private Co operative society,,,Bellary Road 1,High,,,,2024-02-13 05:14:59.694701+00,[],1,FKUSR00640,FKUSR00001,,,,Sadashivanagar,,,,,,,,,,,,,,,,Missing start_datetime
FKID001088,unplanned,12.9900342,77.5886347,0.0,0.0,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,others,False,2024-02-13 07:15:14.499000+00:00,,closed,yes,2024-02-15 22:36:24.426774+00,,,palace road near by [PERSON] infrant of the modern art gallary bwssb water chamber opened sir water polling on road sir,,,Bellary Road 1,High,,,,2024-02-13 07:18:17.93538+00,,1,FKUSR00646,FKUSR00001,,,,High ground,,FKKG000631,,,,FKUSR00646,2024-02-15 22:36:24.426282+00:00,,,,,,2024-02-13 12:45:14.499000+05:30,2024-02-15 22:36:24.426282+00:00,3801.1654547,Unplanned duration exceeds 24 hours (3801.17 mins)
FKID001107,unplanned,12.9960033,77.5847614,0.0,0.0,"Sankey Road, Chandravarkar Layout, Jayamahal, Bengaluru, Karnataka. Pin-560020 (India)",,water_logging,False,2024-03-13 06:17:39.199000+00:00,,closed,yes,2024-03-15 23:31:11.558806+00,,,due to rain,,,Bellary Road 1,High,,,,2024-03-13 06:19:16.949831+00,,1,FKUSR00537,FKUSR00001,,,,High ground,,FKKG000526,,,,FKUSR00537,2024-03-15 23:31:11.558153+00:00,,,,,,2024-03-13 11:47:39.199000+05:30,2024-03-15 23:31:11.558153+00:00,3913.5393192166666,Unplanned duration exceeds 24 hours (3913.54 mins)
FKID001112,unplanned,12.9362033,77.7055367,0.0,0.0,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",,construction,False,2024-02-13 19:15:48.113000+00:00,,closed,yes,2024-03-30 00:12:17.208988+00,,,PRB to Kadubisanahalli KPTCL Working pragress traffic slow movement,,,Non-corridor,Low,,,,2024-02-13 19:19:17.758061+00,,1,FKUSR00660,FKUSR00001,,,,HAL Old Airport,,FKKG000644,,,,FKUSR00660,2024-03-30 00:12:17.208429+00:00,,,,,,2024-02-14 00:45:48.113000+05:30,2024-03-30 00:12:17.208429+00:00,65096.484923816664,Unplanned duration exceeds 24 hours (65096.48 mins)
FKID001115,unplanned,13.1021402,77.5863437,13.102189,77.5863506,"Doddaballapur Main Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)","SH 9, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",others,True,2024-02-13 19:28:48.438000+00:00,,closed,yes,2024-02-16 03:55:56.783934+00,,,[LOCATION] towards yeshwantpur road connecting bridge attached pillar work single road side traffic moving sir,,,Non-corridor,Low,,,,2024-02-13 19:30:57.643331+00,,1,FKUSR00661,FKUSR00001,,,,Yelahanka,,FKKG000645,,,,FKUSR00661,2024-02-16 03:55:56.783422+00:00,,,,,,2024-02-14 00:58:48.438000+05:30,2024-02-16 03:55:56.783422+00:00,3387.139090366667,Unplanned duration exceeds 24 hours (3387.14 mins)
FKID001118,unplanned,13.0083837,77.6949034,0.0,0.0,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",,others,False,2024-03-13 07:19:00.410000+00:00,,closed,yes,2024-03-21 00:20:34.121155+00,,,heavy public of  ganesh temple towrds Hoskote,,,Non-corridor,Low,,,,2024-03-13 07:23:37.832607+00,,1,FKUSR00663,FKUSR00001,,,,K.R. Pura,,FKKG000647,,,,FKUSR00663,2024-03-21 00:19:56.464551+00:00,,,,,,2024-03-13 12:49:00.410000+05:30,2024-03-21 00:19:56.464551+00:00,11100.934242516667,Unplanned duration exceeds 24 hours (11100.93 mins)
FKID001123,unplanned,12.9904439,77.58866,0.0,0.0,"Cunningham Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,others,False,2024-02-13 19:29:47.677000+00:00,,closed,yes,2024-02-24 00:04:34.195129+00,,,drainage open,,,Bellary Road 1,High,,,,2024-02-13 19:32:09.074337+00,,1,FKUSR00667,FKUSR00001,,,,High ground,,FKKG000651,,,,FKUSR00667,2024-02-24 00:04:34.194590+00:00,,,,,,2024-02-14 00:59:47.677000+05:30,2024-02-24 00:04:34.194590+00:00,14674.775293166666,Unplanned duration exceeds 24 hours (14674.78 mins)
FKID001125,unplanned,12.9934216,77.6055177,0.0,0.0,"4th Cross Road, Coles Park Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",,water_logging,False,2023-12-22 06:10:12.925000+00:00,,closed,yes,2024-03-13 07:32:14.358218+00,,,,,,Non-corridor,Low,,,,2023-12-22 06:11:29.929492+00,,1,FKUSR00668,FKUSR00001,,,,Pulikeshinagar(F.Town),,FKKG000652,,,,FKUSR00668,2024-03-13 07:32:14.357647+00:00,,,Bengaluru North Corporation,North Zone 1,Bamboobazar(Shivajinagar),2023-12-22 11:40:12.925000+05:30,2024-03-13 07:32:14.357647+00:00,118162.02387745,Unplanned duration exceeds 24 hours (118162.02 mins)
FKID001133,unplanned,12.9934019,77.6056132,0.0,0.0,"4th Cross Road, Coles Park Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",,pot_holes,False,2023-12-14 11:06:34.111000+00:00,,closed,yes,2024-03-13 07:32:17.737623+00,,,Road pothole,,,Non-corridor,Low,,,,2023-12-14 11:07:50.716395+00,,1,FKUSR00668,FKUSR00001,,,,Pulikeshinagar(F.Town),,FKKG000652,,,,FKUSR00668,2024-03-13 07:32:17.737025+00:00,,,Bengaluru North Corporation,North Zone 1,HainsJunc,2023-12-14 16:36:34.111000+05:30,2024-03-13 07:32:17.737025+00:00,129385.72710041665,Unplanned duration exceeds 24 hours (129385.73 mins)
FKID001160,planned,12.936245,77.705295,0.0,0.0,"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",,construction,False,2024-02-14 02:32:01.925000+00:00,2024-02-14 02:31:46+00:00,closed,no,2024-02-20 07:45:40.464598+00,,,ನಿಯರ್ ಪಣತೂರು ರೈಲ್ವೆ ಬ್ರಿಜ್ ಹತ್ತಿರ  ಪಣತೂರ್ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಬೆಸ್ಕಾಂ ವರ್ಕ್ ನಡೆಯುತ್ತಿರುತ್ತದೆ.,,,Non-corridor,Low,,,,2024-02-14 02:33:11.92181+00,,1,FKUSR00682,FKUSR00001,,,,HAL Old Airport,,FKKG000667,,,,,,,,,,,2024-02-14 08:02:01.925000+05:30,2024-02-14 02:31:46+00:00,-0.2654166666666667,Negative duration (-0.27 mins)
FKID001161,unplanned,13.0384677,77.6254867,0.0,0.0,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",,construction,False,2024-02-14 04:21:29.009000+00:00,,closed,yes,2024-03-04 23:03:32.944087+00,,,[LOCATION] work is Going so Traffic Movement is Very Slowly In KEB junction sir,,,Hennur Main Road,High,,,,2024-02-14 04:23:44.739548+00,,1,FKUSR00683,FKUSR00001,,,,K.G. Halli,,FKKG000668,,,,FKUSR00683,2024-03-04 23:03:32.943500+00:00,,,,,,2024-02-14 09:51:29.009000+05:30,2024-03-04 23:03:32.943500+00:00,28482.065575,Unplanned duration exceeds 24 hours (28482.07 mins)
FKID001167,planned,12.9671627,77.61127353,12.97019511,77.61036158,"D'Souza Circle, Philomena's Hospital Road, Xavier Layout, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560047, India","Garuda Mall Junction, Magrath Road, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",procession,True,,2024-02-14 04:35:46+00:00,closed,yes,2024-02-14 04:35:46.0189+00,,,5k marathon,,,Non-corridor,Low,,,,2024-02-13 05:25:15.110764+00,"[[12.967162700699841,77.6112735271454],[12.967194070658763,77.61106967926027],[12.967852838882772,77.61084437370302],[12.968595258124122,77.61061906814577],[12.96932721858762,77.61045813560487],[12.970101003021666,77.61027574539186],[12.970059014120885,77.61038303375246],[12.969985818386755,77.61051177978517],[12.969860339935293,77.61057615280153],[12.969389795178602,77.61065125465394],[12.968710117847714,77.61084437370302],[12.968208201088428,77.61104822158815],[12.967821306228746,77.61113405227661],[12.967465780692143,77.6112735271454],[12.967350757615643,77.61128425598146],[12.967204364532298,77.61128425598146],[12.967141624613092,77.61128425598146],[12.970195111775178,77.61036157608034]]",1,FKUSR00688,FKUSR00688,,,,Ashok Nagar,,,,,,,,,,,,,,2024-02-14 04:35:46+00:00,,Missing start_datetime
